Sample,AgeID,N1of1,ID,A,B,C,E,F,G,H1,H2,H3,H4,H5,K1,K2,K3,L,M,N1,N2,O,P,Q,R1,R2,R3,R4,AR,LEN,WID,Morphotype_name
P085.033.1.,52.35,obj00144,P085.033.1.obj00144,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.460503084,521.5711118,150.721181,
P085.033.1.,52.35,obj00145,P085.033.1.obj00145,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.945280124,798.5267656,134.3127235,
P085.033.1.,52.35,obj00146,P085.033.1.obj00146,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.884708468,571.9284681,198.2621379,
P085.033.1.,52.35,obj00147,P085.033.1.obj00147,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,2,1,2,4,3.60809968,566.4003692,156.9802443,"Clear, 3/4 concave root"
P085.033.1.,52.35,obj00148,P085.033.1.obj00148,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.546992142,307.8688762,199.0112735,
P085.033.1.,52.35,obj00149,P085.033.1.obj00149,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00150,P085.033.1.obj00150,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.199702761,204.1793584,170.1916217,
P085.033.1.,52.35,obj00151,P085.033.1.obj00151,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.04703381,214.5183128,204.8819348,
P085.033.1.,52.35,obj00152,P085.033.1.obj00152,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.026936304,209.2998037,203.8099178,
P085.033.1.,52.35,obj00153,P085.033.1.obj00153,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00154,P085.033.1.obj00154,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.502736278,411.3435373,117.4349151,
P085.033.1.,52.35,obj00155,P085.033.1.obj00155,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.044783804,110.9330141,106.1779611,
P085.033.1.,52.35,obj00156,P085.033.1.obj00156,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,3,2,1,2,2,2,2.322026383,342.3553158,147.4381679,"Acrodin Tip, 1/2 length straight root"
P085.033.1.,52.35,obj00157,P085.033.1.obj00157,1,1,2,1,1,3,2,1,2,2,3,0,0,0,2,1,1,1,1,4,3,4,2,2,4,2.652980498,399.0268462,150.4070032,Blades on top
P085.033.1.,52.35,obj00158,P085.033.1.obj00158,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.987468328,417.1317075,139.6271564,
P085.033.1.,52.35,obj00159,P085.033.1.obj00159,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,2,2,1,2,2,1,1.778241443,241.8273364,135.9924083,"Clear, flat, small root"
P085.033.1.,52.35,obj00160,P085.033.1.obj00160,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.526266939,273.170193,178.979303,
P085.033.1.,52.35,obj00161,P085.033.1.obj00161,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.188031324,298.5530787,251.3006792,
P085.033.1.,52.35,obj00162,P085.033.1.obj00162,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.735399378,424.3807764,155.143991,
P085.033.1.,52.35,obj00163,P085.033.1.obj00163,1,4,,,,,,,,,,0,,,,,,,,,,,,,,6.237300007,479.1493037,76.81998671,
P085.033.1.,52.35,obj00164,P085.033.1.obj00164,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,3,3,1,2,2,1,2.957775741,509.790545,172.3560505,"Acrodin Tip, Cone-like, Big blades"
P085.033.1.,52.35,obj00165,P085.033.1.obj00165,1,3,2,2,6,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,2,2,2,4,2.704696568,382.0101794,141.2395697,"Clear, right, concave extended root"
P085.033.1.,52.35,obj00166,P085.033.1.obj00166,1,1,2,3,1,3,2,1,1,1,1,0,0,0,3,2,1,1,1,4,2,1,2,2,1,1.402649208,214.7279167,153.0873974,"Acrodin Tip, convex tooth, straight 1/2 root"
P085.033.1.,52.35,obj00167,P085.033.1.obj00167,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.007237747,341.2121492,338.760288,
P085.033.1.,52.35,obj00168,P085.033.1.obj00168,1,1,2,2,4,3,2,1,1,2,1,0,0,0,2,2,1,1,1,4,4,1,2,2,1,2.804801703,606.8058551,216.3453675,"Acrodin Tip, curve, full root"
P085.033.1.,52.35,obj00169,P085.033.1.obj00169,1,1,2,1,1,3,2,1,1,1,1,0,0,0,2,2,1,1,1,3,3,2,1,2,4,1.9992337,278.3843248,139.2455143,"Acrodin Tip, 3/4 length concave root"
P085.033.1.,52.35,obj00170,P085.033.1.obj00170,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.418959143,238.449041,168.0450366,
P085.033.1.,52.35,obj00171,P085.033.1.obj00171,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.453057695,541.0515253,99.21984244,
P085.033.1.,52.35,obj00172,P085.033.1.obj00172,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.167421919,305.2961837,140.8568313,
P085.033.1.,52.35,obj00173,P085.033.1.obj00173,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.161159173,220.6361478,190.0136974,
P085.033.1.,52.35,obj00174,P085.033.1.obj00174,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,4,2,1,3,2,2,2.511394755,416.4950066,165.8421105,"Clear, flared blades, 1/2 root"
P085.033.1.,52.35,obj00175,P085.033.1.obj00175,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,4,3,1,2,2,1,2.274827887,330.5302648,145.299021,"Acrodin Tip, no obvious root"
P085.033.1.,52.35,obj00176,P085.033.1.obj00176,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,2,2,2,1,2,1,1,2,1,2,1.71086403,346.5172216,202.5393108,"Acrodin Tip, 1/4 length concave root"
P085.033.1.,52.35,obj00177,P085.033.1.obj00177,1,1,2,1,3,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,2,1,2,2,1,1.881385899,309.0643134,164.2748112,"Acrodin Tip, Thick Blades, Small root"
P085.033.1.,52.35,obj00178,P085.033.1.obj00178,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,4,1,3,3,1,2,2,1,2.312262404,482.6996198,208.7564193,"Acrodin Tip, 3/4 length straight root"
P085.033.1.,52.35,obj00179,P085.033.1.obj00179,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,2,1,2,4,2.595643366,547.5955431,210.967173,"Clear, 3/4 concave root"
P085.033.1.,52.35,obj00180,P085.033.1.obj00180,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.7825129,258.493128,145.0161331,
P085.033.1.,52.35,obj00181,P085.033.1.obj00181,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.148414996,279.9145002,243.7398511,
P085.033.1.,52.35,obj00182,P085.033.1.obj00182,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.209047981,487.7316243,93.63162444,
P085.033.1.,52.35,obj00183,P085.033.1.obj00183,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,3,1,1,1,2,1,3,3,2,3,1.210145332,162.5497944,134.3225397,Cone Elongated (with acrodin tip)
P085.033.1.,52.35,obj00184,P085.033.1.obj00184,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,3,1,3,3,2,3,1.353858578,199.357195,147.2511222,"Acrodin Tip, 1/4 length dome root"
P085.033.1.,52.35,obj00185,P085.033.1.obj00185,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,2,1,2,4,2.971786994,434.508656,146.2112382,"Clear, 3/4 concave root"
P085.033.1.,52.35,obj00186,P085.033.1.obj00186,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.3047279,198.0889208,151.8239327,
P085.033.1.,52.35,obj00187,P085.033.1.obj00187,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.08144545,295.2314148,141.8396119,
P085.033.1.,52.35,obj00188,P085.033.1.obj00188,1,1,2,2,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,4,1,2,2,2,1.764649648,370.9364448,210.2040171,"Clear, curved, full root"
P085.033.1.,52.35,obj00189,P085.033.1.obj00189,1,3,2,1,1,3,2,1,3,2,5,0,0,0,2,2,1,1,1,3,2,1,2,2,1,2.087934296,400.6615688,191.8937629,"Acrodin Tip, 1/2 length straight root, flare blades"
P085.033.1.,52.35,obj00190,P085.033.1.obj00190,1,1,2,2,1,3,2,1,1,2,1,0,0,0,2,1,2,2,1,3,3,2,1,1,2,2.217754625,411.3967829,185.5014879,"Clear, Flat, Curved, 3/4 concave root"
P085.033.1.,52.35,obj00191,P085.033.1.obj00191,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.15466818,333.6420581,288.9505955,
P085.033.1.,52.35,obj00192,P085.033.1.obj00192,1,3,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,2,2,1,2,2,1,2.5,0,0,"Clear, flat, small root"
P085.033.1.,52.35,obj00193,P085.033.1.obj00193,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.556384155,251.2527232,161.4336167,
P085.033.1.,52.35,obj00194,P085.033.1.obj00194,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.096995522,752.6014145,183.6959329,
P085.033.1.,52.35,obj00195,P085.033.1.obj00195,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.714221859,473.2779042,174.3696458,
P085.033.1.,52.35,obj00196,P085.033.1.obj00196,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,3,3,1,2,2,1,2.606902951,505.934944,194.0750974,"Clear, 3/4 straight root"
P085.033.1.,52.35,obj00197,P085.033.1.obj00197,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.070671574,205.4114488,191.8529023,
P085.033.1.,52.35,obj00198,P085.033.1.obj00198,1,1,2,2,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,1,3,2,4,2.434650394,505.0619269,207.4474134,"Clear, flat, curved, full root"
P085.033.1.,52.35,obj00199,P085.033.1.obj00199,1,4,,,,,,,,,,0,,,,,,,,,,,,,,6.942819078,1914.77793,275.7925719,
P085.033.1.,52.35,obj00200,P085.033.1.obj00200,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.737130051,379.9044678,101.6567426,
P085.033.1.,52.35,obj00201,P085.033.1.obj00201,1,1,2,1,1,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,3,1,2,3,3,1.499794052,337.4099357,224.9708453,"Acrodin Tip, Thick Blades, Big root"
P085.033.1.,52.35,obj00202,P085.033.1.obj00202,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.119107878,181.9001983,162.5403609,
P085.033.1.,52.35,obj00203,P085.033.1.obj00203,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,2,3,3,3,5,1.895624497,499.5666931,263.5367363,"Clear, 1/2 convex root"
P085.033.1.,52.35,obj00204,P085.033.1.obj00204,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00205,P085.033.1.obj00205,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.123335921,1494.001611,291.6071938,
P085.033.1.,52.35,obj00206,P085.033.1.obj00206,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.944289513,672.1725254,228.2970212,
P085.033.1.,52.35,obj00207,P085.033.1.obj00207,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.494745195,855.8941412,190.4210593,
P085.033.1.,52.35,obj00208,P085.033.1.obj00208,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00209,P085.033.1.obj00209,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.996496055,245.0827802,122.756456,
P085.033.1.,52.35,obj00210,P085.033.1.obj00210,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P085.033.1.,52.35,obj00211,P085.033.1.obj00211,1,4,,,,,,,,,,0,,,,,,,,,,,,,,5.684062231,947.1227178,166.6277882,
P085.033.1.,52.35,obj00212,P085.033.1.obj00212,1,4,,,,,,,,,,0,,,,,,,,,,,,,,7.392826902,2401.129689,324.7918179,
P085.033.1.,52.35,obj00213,P085.033.1.obj00213,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.557645916,220.4449492,86.19056602,
P085.033.1.,52.35,obj00214,P085.033.1.obj00214,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00001,P092.040.1.obj00001,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.555154507,156.5275923,61.25954102,
P092.040.1.,54.12,obj00002,P092.040.1.obj00002,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.638414574,407.4318026,248.6744254,
P092.040.1.,54.12,obj00003,P092.040.1.obj00003,1,1,2,3,1,3,2,1,1,1,1,0,0,0,3,2,1,1,1,4,2,1,2,2,1,1.779541671,232.722167,130.7764638,"Acrodin Tip, convex tooth, straight 1/2 root"
P092.040.1.,54.12,obj00004,P092.040.1.obj00004,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00005,P092.040.1.obj00005,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00006,P092.040.1.obj00006,1,4,,,,,,,,,,0,,,,,,,,,,,,,,6.427972599,1681.948496,261.6608068,
P092.040.1.,54.12,obj00007,P092.040.1.obj00007,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.856688056,289.9267936,101.4905331,
P092.040.1.,54.12,obj00008,P092.040.1.obj00008,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00009,P092.040.1.obj00009,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00010,P092.040.1.obj00010,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00011,P092.040.1.obj00011,2,4,,,,,,,,,,0,,,,,,,,,,,,,,2.942528886,186.3057295,63.31483455,
P092.040.1.,54.12,obj00012,P092.040.1.obj00012,1,3,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,3,2,3,3.050312428,1253.194249,410.8412756,Large long cone
P092.040.1.,54.12,obj00013,P092.040.1.obj00013,1,4,,,,,,,,,,0,,,,,,,,,,,,,,6.474263119,737.2129441,113.8682396,
P092.040.1.,54.12,obj00014,P092.040.1.obj00014,1,1,2,1,3,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,2,1,2,2,1,1.005907017,127.474917,126.7263423,"Acrodin Tip, Thick Blades, Small root"
P092.040.1.,54.12,obj00015,P092.040.1.obj00015,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.55241635,154.7410179,99.67752395,
P092.040.1.,54.12,obj00016,P092.040.1.obj00016,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.927922658,972.2425736,332.0588305,
P092.040.1.,54.12,obj00017,P092.040.1.obj00017,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,3,1,3,3,2,3,1.286450056,148.4568118,115.4003695,"Acrodin Tip, 1/4 length dome root"
P092.040.1.,54.12,obj00018,P092.040.1.obj00018,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.36957382,474.4738132,140.8112238,
P092.040.1.,54.12,obj00019,P092.040.1.obj00019,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,2,1,1,1,2,2,2,1,1,2,0,0,0,"Acrodin Tip, 1/2 length Concave Root, no tips"
P092.040.1.,54.12,obj00020,P092.040.1.obj00020,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.711500936,310.3022569,114.4392955,
P092.040.1.,54.12,obj00021,P092.040.1.obj00021,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.436607774,146.6294691,102.0664595,
P092.040.1.,54.12,obj00022,P092.040.1.obj00022,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.026113392,299.839743,292.2091703,
P092.040.1.,54.12,obj00023,P092.040.1.obj00023,1,3,2,1,6,3,2,1,3,2,1,0,0,0,1,1,5,1,1,4,3,1,3,2,3,3.330332668,1154.114553,346.5463269,"Pointy, flare bottom, wide"
P092.040.1.,54.12,obj00024,P092.040.1.obj00024,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.506907397,125.7616519,83.45678851,
P092.040.1.,54.12,obj00025,P092.040.1.obj00025,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,1.879877322,196.1659677,104.3504092,Cone Elongated (no acrodin tip)
P092.040.1.,54.12,obj00026,P092.040.1.obj00026,1,4,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00027,P092.040.1.obj00027,1,3,2,1,6,3,2,1,3,2,1,0,0,0,1,1,5,1,1,4,3,1,3,2,3,1.596460411,313.491205,196.3664134,"Pointy, flare bottom, wide"
P092.040.1.,54.12,obj00028,P092.040.1.obj00028,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,2,1,2,4,1.967508113,274.253664,139.3913764,"Clear, 3/4 concave root"
P092.040.1.,54.12,obj00029,P092.040.1.obj00029,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.05321525,472.4097939,448.5405939,
P092.040.1.,54.12,obj00030,P092.040.1.obj00030,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.568018328,558.2331329,356.0118672,
P092.040.1.,54.12,obj00031,P092.040.1.obj00031,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.025070421,315.7440528,155.9175669,
P092.040.1.,54.12,obj00032,P092.040.1.obj00032,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,3,1,3,3,2,3,1.461747673,140.9862114,96.45044347,"Acrodin Tip, 1/4 length dome root"
P092.040.1.,54.12,obj00033,P092.040.1.obj00033,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,1,1,1,1,4,3,2,1,2,4,2.506779654,460.1711629,183.570647,"Clear, 3/4 concave root"
P092.040.1.,54.12,obj00034,P092.040.1.obj00034,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.772018719,258.8303939,146.0652707,
P092.040.1.,54.12,obj00035,P092.040.1.obj00035,1,2,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,4,2,1,3,2,2,2.766044769,245.7838869,88.85752308,"Clear, flared blades, 1/2 root"
P092.040.1.,54.12,obj00036,P092.040.1.obj00036,1,2,2,2,1,3,2,1,1,2,1,0,0,0,1,1,1,1,1,3,4,1,2,2,5,3.23660195,613.8576863,189.6611619,"Clear, Flat, curved, extended root"
P092.040.1.,54.12,obj00037,P092.040.1.obj00037,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.996410725,151.7522931,76.01256157,
P092.040.1.,54.12,obj00038,P092.040.1.obj00038,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.694634963,207.0203211,122.1621916,
P092.040.1.,54.12,obj00039,P092.040.1.obj00039,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.481830357,674.3674625,193.6818837,
P092.040.1.,54.12,obj00040,P092.040.1.obj00040,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.525182827,285.6943522,81.04383977,
P092.040.1.,54.12,obj00041,P092.040.1.obj00041,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.977264729,711.6310151,239.0217464,
P092.040.1.,54.12,obj00042,P092.040.1.obj00042,1,3,2,1,6,3,2,1,3,2,1,0,0,0,1,1,5,1,1,4,3,1,3,2,3,3.043771353,1400.045555,459.970672,"Pointy, flare bottom, wide"
P092.040.1.,54.12,obj00043,P092.040.1.obj00043,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.516870731,131.075103,86.41151832,
P092.040.1.,54.12,obj00044,P092.040.1.obj00044,1,1,2,1,1,3,2,1,3,2,5,0,0,0,2,2,1,3,1,2,2,2,1,1,4,2.326464918,275.9366797,118.6077114,"Acrodin Tip, 1/2 length Concave Root"
P092.040.1.,54.12,obj00045,P092.040.1.obj00045,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,2,3,5,3,2,3,1.852615485,168.9852167,91.21440364,"Clear, long straight root"
P092.040.1.,54.12,obj00046,P092.040.1.obj00046,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00047,P092.040.1.obj00047,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00048,P092.040.1.obj00048,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00049,P092.040.1.obj00049,1,1,2,1,1,3,2,1,3,2,1,0,0,0,2,2,1,1,1,2,2,2,1,1,2,2.26352446,554.5308109,244.9855616,"Acrodin Tip, 1/2 length Concave Root, no tips"
P092.040.1.,54.12,obj00050,P092.040.1.obj00050,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,1.796895363,204.552889,113.8368395,Cone Elongated (no acrodin tip)
P092.040.1.,54.12,obj00051,P092.040.1.obj00051,1,3,2,1,1,3,2,1,3,2,1,0,0,0,2,1,1,1,1,2,2,1,2,2,1,2.560428788,331.3987466,129.4309563,"Clear, flat, small root"
P092.040.1.,54.12,obj00052,P092.040.1.obj00052,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.223022231,116.8660177,95.55510497,
P092.040.1.,54.12,obj00053,P092.040.1.obj00053,1,3,2,1,1,3,2,1,3,2,5,0,0,0,2,1,1,1,1,3,3,2,1,1,1,3.546185465,609.8828951,171.9827971,"Clear, flared blades, concave root"
P092.040.1.,54.12,obj00054,P092.040.1.obj00054,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,1,1,3,3,4,2,2,5,1.989295407,235.1308899,118.1980761,"Acrodin Tip, extended long root"
P092.040.1.,54.12,obj00055,P092.040.1.obj00055,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.43689824,261.1208954,107.1529747,
P092.040.1.,54.12,obj00056,P092.040.1.obj00056,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00057,P092.040.1.obj00057,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.55373251,159.8261975,102.8659673,
P092.040.1.,54.12,obj00058,P092.040.1.obj00058,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,3,3,1,2,2,1,0,0,0,"Acrodin Tip, Cone-like, Big blades"
P092.040.1.,54.12,obj00059,P092.040.1.obj00059,2,2,,,,,,,,,,0,,,,,,,,,,,,,,2.291939447,515.3356901,224.8469918,
P092.040.1.,54.12,obj00060,P092.040.1.obj00060,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.554168791,271.7244942,106.3847053,
P092.040.1.,54.12,obj00061,P092.040.1.obj00061,4,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,
P092.040.1.,54.12,obj00062,P092.040.1.obj00062,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.371207893,287.343269,121.1801251,
P092.040.1.,54.12,obj00063,P092.040.1.obj00063,2,2,,,,,,,,,,0,,,,,,,,,,,,,,1.135713367,473.3677002,416.8020859,
P092.040.1.,54.12,obj00064,P092.040.1.obj00064,1,4,,,,,,,,,,0,,,,,,,,,,,,,,4.473223712,531.6463861,118.8508379,
P092.040.1.,54.12,obj00065,P092.040.1.obj00065,4,,,,,,,,,,,0,,,,,,,,,,,,,,2.620955797,230.0952005,87.7905689,
P092.040.1.,54.12,obj00066,P092.040.1.obj00066,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.036408384,269.4290975,132.3060245,
P092.040.1.,54.12,obj00067,P092.040.1.obj00067,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.695627401,624.3096951,231.6008862,
P092.040.1.,54.12,obj00068,P092.040.1.obj00068,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.783833263,574.8207117,151.9149158,
P092.040.1.,54.12,obj00069,P092.040.1.obj00069,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,3,1,3,3,2,3,2.0057714,373.6841748,186.3044686,"Acrodin Tip, 1/4 length dome root"
P092.040.1.,54.12,obj00070,P092.040.1.obj00070,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.576757289,130.3888264,82.69429122,
P092.040.1.,54.12,obj00071,P092.040.1.obj00071,1,4,,,,,,,,,,0,,,,,,,,,,,,,,2.742698839,209.8824767,76.52406957,
P092.040.1.,54.12,obj00072,P092.040.1.obj00072,1,1,2,3,4,3,2,2,5,4,1,1,1,2,1,1,4,4,1,4,3,1,1,2,5,2.732793316,315.3644131,115.4000236,"Curved, Flange (small)"
P092.040.1.,54.12,obj00073,P092.040.1.obj00073,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.087500415,75.06745696,69.02752029,
P092.040.1.,54.12,obj00074,P092.040.1.obj00074,1,4,,,,,,,,,,0,,,,,,,,,,,,,,8.241070741,462.9655479,56.17783932,
P092.040.1.,54.12,obj00075,P092.040.1.obj00075,1,2,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,3,2,3,4.545487897,718.7106218,158.1151767,Large long cone
P092.040.1.,54.12,obj00076,P092.040.1.obj00076,1,2,2,1,1,3,2,1,1,2,1,0,0,0,2,2,2,2,1,4,3,1,2,2,1,3.700167222,821.1635283,221.9260587,"Acrodin Tip, no obvious root"
P092.040.1.,54.12,obj00077,P092.040.1.obj00077,1,1,2,1,3,3,2,1,4,2,1,0,0,0,2,4,1,1,1,4,2,1,2,2,1,1.170685142,136.464201,116.5678082,"Acrodin Tip, Thick Blades, Small root"
P092.040.1.,54.12,obj00078,P092.040.1.obj00078,1,1,1,1,1,2,2,1,1,1,1,0,0,0,2,3,1,1,1,3,2,3,3,2,3,2.466236697,157.1718309,63.72941863,Bladed cone small root acrodin tip
P092.040.1.,54.12,obj00079,P092.040.1.obj00079,1,2,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,1,3,3,2,3,3.013042895,286.9140805,95.22402784,Cone Elongated (no acrodin tip)
P092.040.1.,54.12,obj00080,P092.040.1.obj00080,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.544311297,201.3720284,130.3960081,
P092.040.1.,54.12,obj00081,P092.040.1.obj00081,1,1,2,1,1,3,2,1,1,2,1,0,0,0,2,2,1,1,1,4,3,1,3,2,3,2.255591286,631.3396044,279.8998242,"Acrodin Tip, Dome Root"
P092.040.1.,54.12,obj00082,P092.040.1.obj00082,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.836815355,314.301438,171.1121573,
P092.040.1.,54.12,obj00083,P092.040.1.obj00083,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.529651027,450.0156817,127.4958001,
P092.040.1.,54.12,obj00084,P092.040.1.obj00084,1,4,,,,,,,,,,0,,,,,,,,,,,,,,3.768061153,463.6560545,123.0489728,
P092.040.1.,54.12,obj00085,P092.040.1.obj00085,4,,,,,,,,,,,0,,,,,,,,,,,,,,1.897579694,162.8869202,85.83930401,
P092.040.1.,54.12,obj00086,P092.040.1.obj00086,1,4,,,,,,,,,,0,,,,,,,,,,,,,,1.669175311,214.6142877,128.5750432,
P092.040.1.,54.12,obj00087,P092.040.1.obj00087,2,4,,,,,,,,,,0,,,,,,,,,,,,,,2.056869879,339.8639731,165.2335797,
